stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
1588,1319,Wyandotte at Fairview,,42.33256309,-82.94954406,1,,0,,1
2245,1316,Wyandotte at Vernon,,42.33207244,-82.9524565,1,,0,,1
2160,1314,Wyandotte at St. Rose,,42.331329,-82.954812,1,,0,,1
1977,1262,Wyandotte at Metro,,42.331053,-82.956203,1,,0,,1
1736,1312,Wyandotte at Janisse,,42.330767,-82.957708,1,,0,,1
1701,1309,Wyandotte at Homedale,,42.33029776,-82.96013716,1,,0,,1
2396,1310,Wyandotte at Patrice,,42.329863,-82.962406,1,,0,,1
1741,1307,Wyandotte at Jefferson,,42.329482,-82.964393,1,,0,,1
2049,1304,Wyandotte at Reedmere,,42.32884587,-82.96763,1,,0,,1
2253,1302,Wyandotte at Villaire,,42.32844721,-82.96975686,1,,0,,1
1598,1299,Wyandotte at Ford,,42.32791603,-82.97252869,1,,0,,1
2291,1297,Wyandotte at Westminster,,42.32735938,-82.97537407,1,,0,,1
1506,1295,Wyandotte at Dawson,,42.326839,-82.978043,1,,0,,1
2010,1293,Wyandotte at Pillette,,42.326339,-82.980641,1,,0,,1
1752,1291,Wyandotte at Jos. Janisse,,42.32561763,-82.98437585,1,,0,,1
2094,1289,Wyandotte at Rossini,,42.3252567,-82.98629167,1,,0,,1
1621,1287,Wyandotte at George,,42.324845,-82.988477,1,,0,,1
2165,1285,Wyandotte at Sterling,,42.324772,-82.99061,1,,0,,1
2167,1283,Wyandotte at Strabane,,42.324623,-82.99503,1,,0,,1
1359,1281,Wyandotte at Belleview,,42.32454484,-82.99724436,1,,0,,1
1531,1279,Wyandotte at Drouillard,,42.324572,-83.001545,1,,0,,1
2152,1277,Wyandotte at St. Luke,,42.32361777,-83.00433394,1,,0,,1
2259,1275,Wyandotte at Walker,,42.323962,-83.009361,1,,0,,1
1514,1272,Wyandotte at Devonshire,,42.32329677,-83.01170465,1,,0,,1
1453,1271,Wyandotte at Chilver,,42.322436,-83.014009,1,,0,,1
1637,1268,Wyandotte at Gladstone,,42.32119,-83.017336,1,,0,,1
1679,1266,Wyandotte at Hall,,42.32043694,-83.01933249,1,,0,,1
1773,1264,Wyandotte at Langlois,,42.31914553,-83.02290103,1,,0,,1
1839,1260,Wyandotte at Marentette,,42.318106,-83.025776,1,,0,,1
1825,1259,Wyandotte at Louis,,42.31751466,-83.02742521,1,,0,,1
1643,1256,Wyandotte at Glengarry,,42.3165239,-83.03022409,1,,0,,1
1858,1254,Wyandotte at McDougall,,42.315563,-83.032945,1,,0,,1
1646,1252,Wyandotte at Goyeau,,42.314688,-83.035473,1,,0,,1
1965,1249,Wyandotte at Ouellette,,42.31399317,-83.03736897,1,,0,,1
2249,1247,Wyandotte at Victoria,,42.313292,-83.039334,1,,0,,1
1379,1244,Wyandotte at Bruce,,42.312108,-83.042663,1,,0,,1
1734,1242,Wyandotte at Janette,,42.311654,-83.043952,1,,0,,1
1495,1240,Wyandotte at Crawford,,42.310695,-83.046644,1,,0,,1
2282,1238,Wyandotte at Wellington,,42.30940847,-83.05025938,1,,0,,1
1406,1236,Wyandotte at McKay,,42.308407,-83.053041,1,,0,,1
1409,1234,Wyandotte at Campbell,,42.307199,-83.05647,1,,0,,1
1370,1232,Wyandotte at Bridge,,42.306604,-83.058315,1,,0,,1
2041,1230,Wyandotte at Randolph,,42.30569058,-83.06128803,1,,0,,1
2366,1229,Wyandotte at Sunset,,42.30451139,-83.0650622,1,,0,,1
123646,2282,Wyandotte at Huron Church,,42.3038001,-83.06738736,1,,0,,1
2089,1223,Wyandotte at Rosedale,,42.30218547,-83.0703456,1,,0,,1
1893,1221,Wyandotte at Mill,,42.30073149,-83.07119135,1,,0,,1
2005,1220,Mill at Peter,,42.30163719,-83.07428407,1,,0,,1
1375,1218,Sandwich at Brock,,42.299578,-83.077229,1,,0,,1
1458,1216,Sandwich at Chippawa,,42.2974047,-83.07855843,1,,0,,1
2131,1214,Sandwich at South,,42.29496706,-83.08005297,1,,0,,1
2271,1212,Sandwich at Watkins,,42.29288744,-83.08132835,1,,0,,1
2003,1210,Prince at Peter,,42.290957,-83.080181,1,,0,,1
1766,1209,Prince at King,,42.29033153,-83.07790319,1,,0,,1
73445,2091,Prince at College,,42.289758,-83.075643,1,,0,,1
2376,1878,Hotel Dieu Grace Healthcare,,42.286305,-83.064542,1,,0,,1
73444,2090,Prince at College,,42.289898,-83.075598,1,,0,,1
2391,1116,Prince at King,,42.290487,-83.077922,1,,0,,1
2004,1211,Prince at Peter,,42.291209,-83.080658,1,,0,,1
2272,1213,Sandwich at Watkins,,42.29324471,-83.08092791,1,,0,,1
2134,1215,Sandwich at South,,42.29550235,-83.07952763,1,,0,,1
1459,1217,Sandwich at Chippawa,,42.29771519,-83.07818567,1,,0,,1
1376,1219,Sandwich at Brock,,42.30003416,-83.07674037,1,,0,,1
1894,1222,Wyandotte at Mill,,42.30079002,-83.07097849,1,,0,,1
2090,1224,Wyandotte at Rosedale,,42.30208485,-83.07022092,1,,0,,1
1725,1226,Wyandotte at Huron Church,,42.30359186,-83.06750609,1,,0,,1
2171,1228,Wyandotte at Sunset,,42.304659,-83.064145,1,,0,,1
2042,1231,Wyandotte at Randolph,,42.30572095,-83.06071988,1,,0,,1
1371,1233,Wyandotte at Bridge,,42.306662,-83.057748,1,,0,,1
1410,1235,Wyandotte at Campbell,,42.30732502,-83.05559891,1,,0,,1
1868,1237,Wyandotte at McKay,,42.30828581,-83.05293151,1,,0,,1
2283,1239,Wyandotte at Wellington,,42.309352,-83.049926,1,,0,,1
1496,1241,Wyandotte at Crawford,,42.31022804,-83.04741264,1,,0,,1
1735,1243,Wyandotte at Caron,,42.311495,-83.043925,1,,0,,1
1380,1245,Wyandotte at Bruce,,42.312195,-83.041933,1,,0,,1
2250,1248,Wyandotte at Victoria,,42.313461,-83.038397,1,,0,,1
1967,1251,Wyandotte at Dufferin,,42.314303,-83.036014,1,,0,,1
1647,1253,Wyandotte at Windsor,,42.315048,-83.033924,1,,0,,1
1859,1255,Wyandotte at McDougall,,42.3156557,-83.03219696,1,,0,,1
1644,1257,Wyandotte at Glengarry,,42.316623,-83.029509,1,,0,,1
1341,1258,Wyandotte at Aylmer,,42.31708167,-83.02818852,1,,0,,1
1840,1261,Wyandotte at Marentette,,42.31820217,-83.02507512,1,,0,,1
1978,1263,Wyandotte at Parent,,42.3187372917,-83.0235872276,1,,0,,1
1845,1265,Wyandotte at Marion,,42.31965823,-83.02098592,1,,0,,1
1680,1267,Wyandotte at Hall,,42.320487,-83.018746,1,,0,,1
1638,1269,Wyandotte at Gladstone,,42.321143,-83.01703,1,,0,,1
1807,1270,Wyandotte at Lincoln,,42.32169,-83.015654,1,,0,,1
1515,1273,Wyandotte at Devonshire,,42.322989,-83.012164,1,,0,,1
1902,1274,Wyandotte at Monmouth,,42.32369671,-83.01009869,1,,0,,1
2260,1276,Wyandotte at Walker,,42.32330104,-83.00730333,1,,0,,1
1315,1278,Wyandotte at Albert,,42.32357696,-83.00391674,1,,0,,1
1532,1280,Wyandotte at Drouillard,,42.32440619,-83.00155782,1,,0,,1
1360,1282,Wyandotte at Belleview,,42.3243666,-82.99757056,1,,0,,1
2168,1284,Wyandotte at Strabane,,42.32446235,-82.99379275,1,,0,,1
2166,1286,Wyandotte at Sterling,,42.32455776,-82.99103391,1,,0,,1
1622,1288,Wyandotte at George,,42.3248558,-82.98735787,1,,0,,1
1753,1292,Wyandotte at Jos. Janisse,,42.32544714,-82.98431663,1,,0,,1
124196,2287,Wyandotte at Ellrose,,42.325903,-82.981901,1,,0,,1
2011,1294,Wyandotte at Pillette,,42.326295,-82.979878,1,,0,,1
1507,1296,Wyandotte at Raymo,,42.326743,-82.977526,1,,0,,1
2292,1298,Wyandotte at Westminster,,42.327316,-82.974631,1,,0,,1
1599,1300,Wyandotte at Ford,,42.327786,-82.972171,1,,0,,1
2027,1301,Wyandotte at Prado,,42.32823601,-82.96984379,1,,0,,1
2151,1303,Wyandotte at St. Louis,,42.328607,-82.967939,1,,0,,1
1740,1306,Wyandotte at Jefferson,,42.32934649,-82.96410453,1,,0,,1
2248,1308,Wyandotte at Victor,,42.32984973,-82.9615026,1,,0,,1
2156,1311,Wyandotte at St. Marys,,42.33049664,-82.95810397,1,,0,,1
2161,1315,Wyandotte at St. Rose,,42.33118,-82.954549,1,,0,,1
1731,1317,Wyandotte at Edward,,42.331867,-82.952429,1,,0,,1
1587,1318,Wyandotte at Fairview,,42.33243731,-82.94907213,1,,0,,1
1547,1320,Wyandotte at Matthew Brady,,42.332949,-82.946097,1,,0,,1
2319,1324,Lauzon at Wyandotte,,42.33416,-82.944217,1,,0,,1
1433,1326,Lauzon at Cedarview,,42.335933,-82.945332,1,,0,,1
1463,1328,Lauzon at Clairview,,42.338143,-82.946713,1,,0,,1
2069,1330,Lauzon at Riverside,,42.339667,-82.947664,1,,0,,1
2275,1333,Riverside at Watson,,42.34138772,-82.943502,1,,0,,1
1293,1337,Riverside at Bayview Towers,,42.3424,-82.939033,1,,0,,1
1295,1339,Riverside at St Clair Towers,,42.342224,-82.937351,1,,0,,1
1296,1341,Riverside at Island View Towers,,42.34134032,-82.93564666,1,,0,,1
1298,1343,Riverside at Westchester,,42.339935,-82.933202,1,,0,,1
1434,1345,Riverdale at Cedarview,,42.33836,-82.931344,1,,0,,1
1881,1347,Riverdale at Menard,,42.33567919,-82.93069188,1,,0,,1
2321,1349,Riverdale at Wyandotte,,42.333702,-82.930236,1,,0,,1
1748,1351,Riverdale at Jerome,,42.33126454,-82.92964091,1,,0,,1
2163,1353,Riverdale at St. Rose,,42.329195,-82.92914,1,,0,,1
1302,1356,Little River Acres at Abbey,,42.326528,-82.928709,1,,0,,1
1313,1358,Little River Acres at Aire,,42.32524,-82.928695,1,,0,,1
1487,1360,Little RiverAcres at Copperfield,,42.32416089,-82.93061115,1,,0,,1
1606,1362,Little River Acres at East Moor,,42.324951,-82.933616,1,,0,,1
1819,1364,Little RiverAcres at LittleRiver,,42.32689741,-82.9345661,1,,0,,1
1775,1365,Little River at Laporte,,42.32729086,-82.93814404,1,,0,,1
1552,1366,Lauzon Road at Edgar,,42.32655211,-82.93977356,1,,0,,1
1253,1367,Lauzon Rd. at ABC Day Nursery,,42.32501,-82.938767,1,,0,,1
2228,1369,Lauzon at Tranby,,42.32406898,-82.938198,1,,0,,1
1781,1371,Lauzon Parkway at Lauzon Line,,42.321806,-82.938104,1,,0,,1
2246,1373,Lauzon Parkway at VIA Tracks,,42.31798439,-82.93906951,1,,0,,1
2178,1524,Transit Centre Front Entrance,,42.286005,-82.96724,1,,0,,1
1437,1504,N. Service at Central,,42.28760402,-82.97158919,1,,0,,1
124197,2271,Plymouth at Central,,42.294662,-82.972958,1,,0,,1
124198,2272,Plymouth at Grand Marais,,42.29538966,-82.97011482,1,,0,,1
124199,2273,Plymouth at Tourangeau,,42.29558,-82.967146,1,,0,,1
124200,2274,Plymouth at Robert,,42.29659347,-82.96423547,1,,0,,1
124201,2275,Pillette at Plymouth,,42.2979257,-82.96187967,1,,0,,1
124202,2276,Pillette at Grand Marais,,42.3017772,-82.96437807,1,,0,,1
1310,1494,Pillette at Adstoll,,42.30382879,-82.96570457,1,,0,,1
2196,1492,Pillette at Tecumseh,,42.30727368,-82.96784953,1,,0,,1
1673,1490,Pillette at Guy,,42.31090717,-82.97018924,1,,0,,1
1899,1488,Pillette at Milloy,,42.312831,-82.971435,1,,0,,1
1324,1486,Pillette at Alice,,42.314839,-82.972719,1,,0,,1
2054,1484,Pillette at Reginald,,42.31693506,-82.97406194,1,,0,,1
2016,1580,Seminole at Pillette,,42.318525,-82.975757,1,,0,,1
1609,1578,Seminole at Ellrose,,42.317941,-82.97743,1,,0,,1
1364,1576,Seminole at Bernard,,42.31719272,-82.97955045,1,,0,,1
2111,1481,Seminole at George,,42.3162625,-82.98216853,1,,0,,1
2052,1479,George at Reginald,,42.31393634,-82.98101533,1,,0,,1
1322,1477,George at Alice,,42.3119432,-82.97972465,1,,0,,1
1897,1475,George at Milloy,,42.309936,-82.978444,1,,0,,1
2397,1313,George at Guy,,42.307966,-82.977182,1,,0,,1
2192,1471,Hickory at Tecumseh,,42.303719,-82.989669,1,,0,,1
124225,2300,Milloy at Drouillard,,42.30589466,-82.99036741,1,,0,,1
1320,1467,Drouillard at Alice,,42.30795694,-82.99134914,1,,0,,1
2050,1465,Drouillard at Reginald,,42.3102445,-82.99281669,1,,0,,1
2109,1463,Drouillard at Seminole,,42.31267297,-82.99438102,1,,0,,1
1884,1462,Drouillard at Metcalfe,,42.31419468,-82.99535287,1,,0,,1
1611,1460,Drouillard at Franklin,,42.31618715,-82.99664813,1,,0,,1
1947,1458,Drouillard at Ontario,,42.318723,-82.99824,1,,0,,1
1533,1456,Richmond at Hickory,,42.31976258,-82.99979976,1,,0,,1
2153,1454,Richmond at St. Luke,,42.31893201,-83.00229783,1,,0,,1
2262,1453,Richmond at Walker,,42.3183693,-83.00421884,1,,0,,1
1903,1450,Richmond at Monmouth,,42.317083,-83.006306,1,,0,,1
1454,1448,Richmond at Chilver,,42.31581929,-83.0097047,1,,0,,1
1809,1446,Richmond at Lincoln,,42.31517882,-83.01150201,1,,0,,1
1808,1445,Erie at Lincoln,,42.316373,-83.013004,1,,0,,1
1913,1443,Erie at Moy,,42.31568212,-83.01502849,1,,0,,1
2369,1442,Erie at Marion,,42.3144164,-83.01857053,1,,0,,1
2368,1440,Erie at Elsmere,,42.3134356,-83.0213397,1,,0,,1
1826,1436,Erie at Louis,,42.312553,-83.023805,1,,0,,1
1710,1434,Erie at Howard,,42.311659,-83.026393,1,,0,,1
1861,1432,Erie at McDougall,,42.310699,-83.029107,1,,0,,1
2297,1426,Erie at Goyeau,,42.309833,-83.031555,1,,0,,1
1968,1428,Erie at Ouellette,,42.309175,-83.033417,1,,0,,1
2322,1424,Crawford at Wyandotte,,42.310077,-83.046761,1,,0,,1
2029,1423,Crawford at Elliott,,42.309002,-83.046227,1,,0,,1
1480,1421,Crawford at College,,42.306437,-83.044611,1,,0,,1
1578,1419,Crawford at Erie,,42.30546,-83.044004,1,,0,,1
1670,1417,Crawford at Grove,,42.302711,-83.042286,1,,0,,1
124226,2301,Crawford at Giles,,42.30070409,-83.0409744,1,,0,,1
2191,1414,Crawford at Tecumseh,,42.298833,-83.039785,1,,0,,1
1497,1412,Tecumseh at Crawford,,42.29825677,-83.04141792,1,,0,,1
1869,1411,Tecumseh at McKay,,42.29683367,-83.04516025,1,,0,,1
1411,1407,Tecumseh at Campbell,,42.29545327,-83.04819322,1,,0,,1
1373,1406,Tecumseh at Bridge,,42.29418,-83.050464,1,,0,,1
2044,1404,Tecumseh at Randolph,,42.29292314,-83.05302556,1,,0,,1
1401,1402,Tecumseh at California,,42.291811,-83.055333,1,,0,,1
1933,1400,Tecumseh at Northway,,42.290695,-83.058434,1,,0,,1
1726,1398,Tecumseh at Huron Church,,42.289855,-83.060607,1,,0,,1
1590,1396,Tecumseh at Felix,,42.28923521,-83.06230618,1,,0,,1
1836,1063,Felix at Manchester,,42.290867,-83.064347,1,,0,,1
1635,1064,Felix at Girardot,,42.293378,-83.065993,1,,0,,1
1895,1065,Felix at Millen,,42.29592521,-83.06763652,1,,0,,1
124203,2277,College at Lena,,42.29721794,-83.06757255,1,,0,,1
124204,2278,College at Huron Church,,42.29826056,-83.06531171,1,,0,,1
124205,2279,College at California,,42.30043689,-83.06084279,1,,0,,1
124206,2280,California at Union,,42.3021494,-83.06158439,1,,0,,1
124207,2281,California at U of W Engineering,,42.30419556,-83.06290772,1,,0,,1
1478,1377,South at College,,42.29294712,-83.07297278,1,,0,,1
1348,1378,South at Wells,,42.29221,-83.070778,1,,0,,1
2132,1379,Girardot at South,,42.291392,-83.06906,1,,0,,1
2169,1380,Girardot at Strathmore,,42.29002599,-83.06990452,1,,0,,1
1443,1383,Connaught at Chappell,,42.282997,-83.063752,1,,0,,1
1668,1386,Sun Valley at Greenview,,42.279256,-83.063261,1,,0,,1
1831,1388,Sun Valley at Malden,,42.27839741,-83.05934511,1,,0,,1
1729,1389,Brunet at Industrial,,42.278058,-83.057805,1,,0,,1
2212,1640,Industrial at Windsor ABPC,,42.275423,-83.056579,1,,0,,1
1730,1391,Industrial at Ambassador,,42.2751401562,-83.0530324147,1,,0,,1
1327,1392,Ambassador at Urgent Care,,42.27809274,-83.05452893,1,,0,,1
1832,1393,Ambassador at Malden,,42.28178145,-83.05692548,1,,0,,1
1833,1394,Daytona at Malden,,42.28355971,-83.05433847,1,,0,,1
2222,1395,Daytona at Totten,,42.285897,-83.055819,1,,0,,1
1319,1397,Northway at Algonquin,,42.288429,-83.056226,1,,0,,1
1932,1399,Tecumseh at Northway,,42.29083522,-83.05720316,1,,0,,1
1400,1401,Tecumseh at California,,42.291859,-83.054778,1,,0,,1
2045,1403,Tecumseh at Randolph,,42.29298,-83.052493,1,,0,,1
1372,1405,Tecumseh at Bridge,,42.29423849,-83.04991921,1,,0,,1
1412,1408,Tecumseh at Campbell,,42.295404,-83.047893,1,,0,,1
1500,1410,Tecumseh at Curry,,42.296833,-83.04459,1,,0,,1
2204,1413,Crawford at Tecumseh,,42.29857335,-83.0394963,1,,0,,1
124224,2302,Crawford at Giles,,42.30259152,-83.04202358,1,,0,,1
1577,1418,Crawford at Erie,,42.30473189,-83.04335164,1,,0,,1
1479,1420,Crawford at College,,42.30663099,-83.04454099,1,,0,,1
1561,1422,Crawford at Elliott,,42.30863745,-83.04578408,1,,0,,1
2323,1425,Crawford at Wyandotte,,42.31019866,-83.04662253,1,,0,,1
1969,1429,Erie at Ouellette,,42.309148,-83.03305,1,,0,,1
1649,1430,Erie at Goyeau,,42.3097,-83.031452,1,,0,,1
1860,1431,Erie at McDougall,,42.31059928,-83.02893869,1,,0,,1
1711,1435,Erie at Howard,,42.3118699,-83.02535135,1,,0,,1
1841,1437,Erie at Louis,,42.312586,-83.023369,1,,0,,1
2367,1438,Erie at Elsmere,,42.313299,-83.021378,1,,0,,1
1846,1441,Erie at Marion,,42.31439,-83.018262,1,,0,,1
1681,1444,Erie at Hall,,42.315358,-83.015442,1,,0,,1
1580,1914,Gladstone at Erie,,42.315857,-83.013524,1,,0,,1
1810,1447,Richmond at Lincoln,,42.315131,-83.011318,1,,0,,1
1455,1449,Richmond at Kildare,,42.31603017,-83.00880333,1,,0,,1
1904,1451,Richmond at Argyle,,42.31689247,-83.00637162,1,,0,,1
2261,1452,Richmond at Walker,,42.31824366,-83.00419065,1,,0,,1
2154,1455,Richmond at St. Luke,,42.31886994,-83.0021373,1,,0,,1
1534,1457,Richmond at Drouillard,,42.31986363,-82.9992465,1,,0,,1
1948,1459,Drouillard at Ontario,,42.31806562,-82.99797148,1,,0,,1
1612,1461,Drouillard at Franklin,,42.31626628,-82.99687876,1,,0,,1
2398,1322,Drouillard at Metcalfe,,42.31502638,-82.99605088,1,,0,,1
2110,1464,Drouillard at Seminole,,42.312487,-82.994424,1,,0,,1
2051,1466,Drouillard at Reginald,,42.309797,-82.992704,1,,0,,1
1321,1468,Drouillard at Alice,,42.30779549,-82.99141587,1,,0,,1
1896,1470,Drouillard at Milloy,,42.30576684,-82.99012768,1,,0,,1
2193,1472,Drouillard at Tecumseh,,42.30410925,-82.98907654,1,,0,,1
2195,1474,George at Tecumseh,,42.306469,-82.976053,1,,0,,1
2399,1331,George at Guy,,42.308343,-82.977262,1,,0,,1
1898,1476,George at Milloy,,42.310336,-82.978542,1,,0,,1
1323,1478,George at Alice,,42.31236868,-82.97984581,1,,0,,1
2053,1480,George at Reginald,,42.314333,-82.981113,1,,0,,1
1623,1572,Seminole at George,,42.316217,-82.981879,1,,0,,1
2096,1574,Seminole at Rossini,,42.31682664,-82.98013119,1,,0,,1
1608,1577,Seminole at Francois,,42.31772847,-82.97756949,1,,0,,1
2012,1483,Seminole at Pillette,,42.318392,-82.975648,1,,0,,1
2055,1485,Pillette at Reginald,,42.31642483,-82.97392983,1,,0,,1
1325,1487,Pillette at Alice,,42.31443665,-82.97263947,1,,0,,1
1900,1489,Pillette at Milloy,,42.312449,-82.971382,1,,0,,1
1674,1491,Pillette at Guy,,42.31044,-82.97009844,1,,0,,1
2197,1493,Pillette at Tecumseh,,42.307043,-82.967931,1,,0,,1
1311,1495,Pillette at Adstoll,,42.30363791,-82.96575208,1,,0,,1
1660,1497,Pillette at Grand Marais,,42.301764,-82.964559,1,,0,,1
2026,1501,Pillette at Plymouth,,42.29768502,-82.96201991,1,,0,,1
2078,1503,Plymouth at Robert,,42.29666,-82.964445,1,,0,,1
2226,1505,Plymouth at Tourangeau,,42.295439,-82.967989,1,,0,,1
1661,1506,Plymouth at Grand Marais,,42.295572,-82.971554,1,,0,,1
2370,1507,Central at Temple,,42.286895,-82.971672,1,,0,,1
1516,1508,Mannheim at Deziel,,42.281202,-82.970091,1,,0,,1
1756,1509,St. Etienne at Kautex,,42.279417,-82.971755,1,,0,,1
1517,1510,Kautex at Deziel,,42.28187061,-82.97499272,1,,0,,1
1273,1511,Deziel at Mannheim,,42.282322,-82.97252,1,,0,,1
1438,1512,Deziel at Central,,42.282172,-82.968811,1,,0,,1
2371,1513,Rhodes at Wheelton,,42.28180758,-82.96600987,1,,0,,1
1280,1514,Rhodes at Electricity,,42.28349,-82.963842,1,,0,,1
1282,1515,Rhodes at Jamieson,,42.28424755,-82.96079932,1,,0,,1
1285,1516,Rhodes at Enwin,,42.285226,-82.957217,1,,0,,1
2014,1517,Rhodes at Pillette,,42.286505,-82.955361,1,,0,,1
1287,1518,Rhodes at Fuller Construction,,42.28857272,-82.94664458,1,,0,,1
2401,1335,Jefferson at Rhodes,,42.288622,-82.938027,1,,0,,1
2402,1357,Jefferson at E.C. Row,,42.291766,-82.939928,1,,0,,1
1744,1519,North Service at Jefferson,,42.293282,-82.941831,1,,0,,1
1467,1520,North Service at Clemenceau,,42.290531,-82.941929,1,,0,,1
2227,1521,North Service at Tracks,,42.28966472,-82.94669497,1,,0,,1
2015,1522,North Service Road at Pillette,,42.28819085,-82.95460484,1,,0,,1
2372,1530,North Service Road at Purolator,,42.287691,-82.95742,1,,0,,1
2400,1332,Service Road at Electrical Union,,42.286717,-82.962625,1,,0,,1
2304,1529,Transit Windsor Terminal,,42.31769139,-83.04345046,1,,0,,1
1970,1531,Giles at Ouellette,,42.305439,-83.030583,1,,0,,1
1650,1533,Giles at Goyeau,,42.306102,-83.029015,1,,0,,1
1862,1535,Giles at McDougall,,42.307165,-83.026455,1,,0,,1
1712,1538,Giles at Howard,,42.308127,-83.024152,1,,0,,1
1842,1542,Giles at Marentette,,42.3095267,-83.02032414,1,,0,,1
1980,1544,Giles at Parent,,42.31011773,-83.0186246,1,,0,,1
1981,1546,Ottawa at Parent,,42.30825377,-83.01660589,1,,0,,1
2006,1549,Ottawa at Pierre,,42.30955327,-83.01299451,1,,0,,1
1914,1551,Ottawa at Moy,,42.31017652,-83.01123389,1,,0,,1
1959,1553,Ottawa at Gladstone,,42.310691,-83.009813,1,,0,,1
1811,1554,Ottawa at Lincoln,,42.31105155,-83.00875857,1,,0,,1
1762,1556,Ottawa at Kildare,,42.311881,-83.006401,1,,0,,1
1849,1559,Ottawa at Walker,,42.313306,-83.00237,1,,0,,1
2263,1561,Seminole at Walker,,42.310612,-82.998901,1,,0,,1
2155,1563,Seminole at Albert,,42.31158,-82.996115,1,,0,,1
1536,1565,Seminole at Drouillard,,42.31231099,-82.99367338,1,,0,,1
1317,1567,Seminole at Chandler,,42.313077,-82.990723,1,,0,,1
1439,1569,Seminole at Central,,42.31454459,-82.98659736,1,,0,,1
2288,1571,Seminole at Westcott,,42.3151458,-82.98488713,1,,0,,1
124208,2283,Seminole at George,,42.31596231,-82.9826143,1,,0,,1
124209,2284,George at Metcalfe,,42.31802877,-82.983476,1,,0,,1
124210,2285,George at Franklin,,42.32032154,-82.98496002,1,,0,,1
124211,2286,George at Ontario,,42.322336,-82.986253,1,,0,,1
2326,1588,Pillette at Wyandotte,,42.32588318,-82.97998572,1,,0,,1
1950,1586,Pillette at Ontario,,42.32382078,-82.97863913,1,,0,,1
124212,2288,South National at Pillette,,42.32137138,-82.97640824,1,,0,,1
124213,2289,South National at Norman,,42.32108232,-82.97360519,1,,0,,1
124214,2290,South National at Ford,,42.32054221,-82.96830714,1,,0,,1
2057,1604,Ford at Reginald,,42.31842032,-82.96683814,1,,0,,1
1780,1606,Ford at Lassaline,,42.315538,-82.965007,1,,0,,1
1489,1608,Ford at Coronation,,42.312869,-82.963314,1,,0,,1
1573,1610,Ford at Empress,,42.310442,-82.961785,1,,0,,1
1749,1612,Rivard at Joinville,,42.30310158,-82.95469069,1,,0,,1
1675,1614,Rivard at Haig,,42.30087801,-82.95422777,1,,0,,1
1654,1616,Rivard at Grand,,42.29807203,-82.95281345,1,,0,,1
1274,1618,Rivard at Ambassador Church,,42.29457326,-82.95354121,1,,0,,1
2034,1620,Rivard at Queen Elizabeth,,42.2931259,-82.95262223,1,,0,,1
1464,1622,Queen Elizabeth at Clarence,,42.29371884,-82.95040234,1,,0,,1
1689,1625,Queen Elizabeth at Harmony,,42.294306,-82.94789,1,,0,,1
1468,1628,Queen Elizabeth at Clemenceau,,42.29510072,-82.94556477,1,,0,,1
2082,1630,Clemenceau at Roosevelt,,42.297763,-82.946696,1,,0,,1
1469,1632,Clemenceau at Grand,,42.29944,-82.94776,1,,0,,1
1751,1636,Clemenceau at Joinville,,42.304184,-82.950763,1,,0,,1
1466,1159,Rose at Clemenceau,,42.305892,-82.951527,1,,0,,1
2333,1642,Lauzon Rd. at Yolanda,,42.31313011,-82.93130478,1,,0,,1
1692,1644,Lauzon Rd. at Hawthorne,,42.310866,-82.929836,1,,0,,1
2173,1646,Hawthorne at Sycamore,,42.309668,-82.932526,1,,0,,1
1694,1648,Meadowbrook at Hawthorne,,42.308644,-82.933663,1,,0,,1
1267,1650,Meadowbrook at Parkside Estates,,42.30663,-82.932394,1,,0,,1
1956,1652,Meadowbrook at Meadowbrook Park,,42.304896,-82.931079,1,,0,,1
1275,1654,Meadowbrook at Essex Way,,42.30275583,-82.93009636,1,,0,,1
1873,1656,Essex Way at Meadowbrook,,42.301644,-82.930054,1,,0,,1
2022,1658,Forest Glade at Lauzon Parkway,,42.297585,-82.926477,1,,0,,1
1790,1657,Forest Glade at Lauzon,,42.299896,-82.92207,1,,0,,1
1452,1655,Beachdale at Chestnut,,42.30670012,-82.92015107,1,,0,,1
1352,1653,Esplanade at Beachdale,,42.30632691,-82.92404017,1,,0,,1
2064,1651,Esplanade at Ridge,,42.307695,-82.924693,1,,0,,1
1801,1649,Esplanade at Lilac,,42.309222,-82.925676,1,,0,,1
1789,1647,Lilac at Lauzon,,42.308722,-82.928069,1,,0,,1
1693,1645,Lauzon Road at Hawthorne,,42.310333,-82.929292,1,,0,,1
2334,1643,Lauzon Road at Yolanda,,42.312735,-82.930775,1,,0,,1
2087,1639,Clemenceau at Rose,,42.305455,-82.951701,1,,0,,1
1470,1637,Clemenceau at Joinville,,42.303628,-82.950548,1,,0,,1
1656,1633,Clemenceau at Grand,,42.299496,-82.947989,1,,0,,1
2083,1631,Clemenceau at Roosevelt,,42.297379,-82.946631,1,,0,,1
2035,1629,Queen Elizabeth at Clemenceau,,42.2952,-82.945668,1,,0,,1
1666,1626,Queen Elizabeth at Grandview,,42.29449557,-82.94765061,1,,0,,1
1465,1623,Queen Elizabeth at Clarence,,42.29368938,-82.95079895,1,,0,,1
2066,1621,Rivard at Queen Elizabeth,,42.293311,-82.952568,1,,0,,1
1799,1619,Rivard at Library,,42.2954578,-82.95354863,1,,0,,1
